;Portfolio;Identifier;TV;Duration_t;SpreadDuration_t;DollarRateConvexity1pc;TotalEffect;Counterparty;EquityDelta_t;FXDelta_t;NetExposure;LiquidityScore;ISIN;AssetClass;TV_before_stress;TV_after_stress;shock_rates_dec;Duration_next;shock_spreads_dec;SpreadDuration_next
70;300128;ES0840609020;2013204.9134;2.308774333;2.308774333;1282.275188;-55776.429973528895;;0.0;0.0;2071437.5;5.0;ES0840609020;Bond;2013204.9134;1957428.483426471;0.0025;2.3061771233961643;0.0095;2.298904936505424
71;300128;ES0840609061;748720.48734;5.764973781;5.764973781;3204.930055;-51796.24774575171;;0.0;0.0;805166.6667;6.0;ES0840609061;Bond;748720.48734;696924.2395942482;0.0025;5.741047518950969;0.0095;5.674053985213681
72;300128;FI4000507231;1973067.4918799999;6.257802632;6.257802632;9188.340567;-49388.26777520121;;0.0;0.0;2025183.116;10.0;FI4000507231;Bond;1973067.4918799999;1923679.2241047986;0.0025;6.239280840789403;0.0015;6.246689557273642
73;300128;FI4000517677;1139670.11492;16.3106033;16.3106033;36002.84149;-74354.82854930212;;0.0;0.0;1222049.041;9.0;FI4000517677;Bond;1139670.11492;1065315.286370698;0.0025;16.18592821600169;0.0015;16.235798249601014
74;300128;FI4000566294;613785.22174;18.4171125;18.4171125;31181.05409;-45216.6059184921;;0.0;0.0;663734.0063;9.0;FI4000566294;Bond;613785.22174;568568.6158215079;0.0025;17.9950564300893;0.0015;18.16387885805358
75;300128;FR0010171975;3897283.4940400003;16.60496717;16.60496717;170022.6855;-291214.1901182269;;0.0;0.0;4219562.599;10.0;FR0010171975;Bond;3897283.4940400003;3606069.303921773;0.0025;16.203630816749182;0.002;16.283898087399344
76;300128;FR0010371401;6525041.856670001;10.24526991;10.24526991;90701.08092;-300828.6674803426;;0.0;0.0;6849735.616;10.0;FR0010371401;Bond;6525041.856670001;6224213.189189658;0.0025;10.160172308043915;0.002;10.17719182843513
77;300128;FR0013067196;2710553.5991680003;1.120125631;1.120125631;649.5522719;-36433.92672752853;;0.0;0.0;2748812.671;5.0;FR0013067196;Bond;2710553.5991680003;2674119.6724404716;0.0025;1.1172713787762478;0.0095;1.1092794725497417
78;300128;FR0013154044;6135410.61996;9.888794075;9.888794075;72869.49608;-273023.15483858634;;0.0;0.0;6431331.507;10.0;FR0013154044;Bond;6135410.61996;5862387.465121414;0.0025;9.83634285701904;0.002;9.846833100615234
79;300128;FR0013257524;3890120.787475;16.67814805;16.67814805;148860.9701;-291960.0469165079;;0.0;0.0;4214780.548;10.0;FR0013257524;Bond;3890120.787475;3598160.740558492;0.0025;16.416889271776224;0.002;16.46914102742098
80;300128;FR0013259132;21101338.16576;3.282306222;4.689988881;33431.0188;-563280.0742400001;;8.372916612;-436.2308483;21664803.9;;FR0013259132;Fund Unit;21101338.16576;20538058.09152;0.0;3.282306222;0.0;4.689988881
81;300128;FR0013404969;4418301.15804;18.57429095;18.57429095;207946.5512;-369300.650463706;;0.0;0.0;4833822.117;10.0;FR0013404969;Bond;4418301.15804;4049000.5075762942;0.0025;18.26018114664303;0.002;18.323003107314427
82;300128;FR0013426368;1549722.9478200001;8.352504684;8.352504684;13210.61024;-77664.40908341303;;0.0;0.0;1632310.137;7.0;FR0013426368;Bond;1549722.9478200001;1472058.5387365872;0.0025;8.313803069099201;0.0035;8.298322423138883
83;300128;FR0013451507;9039814.843940001;4.534326261;4.534326261;23062.47609;-184452.61428654645;;0.0;0.0;9233451.71;10.0;FR0013451507;Bond;9039814.843940001;8855362.229653455;0.0025;4.5219462697761115;0.002;4.524422268020889
84;300128;FR0013455854;1856897.7025400002;3.989077969;3.989077969;3726.469298;-88887.71659066837;;0.0;0.0;1952980.769;4.0;FR0013455854;Bond;1856897.7025400002;1768009.985949332;0.0025;3.9786891939853173;0.0095;3.9496006239442067
85;300128;FR0013460607;1447719.844248;1.744901964;1.744901964;695.6899283;-15156.775197300656;;0.0;0.0;1463113.767;6.0;FR0013460607;Bond;1447719.844248;1432563.0690506995;0.0025;1.7405001256686492;0.0035;1.7387393903361088
86;300128;FR0013461795;1968332.3283640002;1.080321634;1.080321634;342.1250994;-25517.18396679865;;0.0;0.0;1994865.58;3.0;FR0013461795;Bond;1968332.3283640002;1942815.1443972015;0.0025;1.078894003502901;0.0095;1.0748966381110248
87;300128;FR0013476611;1224236.575072;1.723500831;1.723500831;581.3194816;-25319.67305372623;;0.0;0.0;1251005.137;7.0;FR0013476611;Bond;1224236.575072;1198916.9020182737;0.0025;1.7190559078033882;0.0095;1.7066101228528754
88;300128;FR0013516549;6624661.006685;5.49938034;5.49938034;24194.0649;-163941.88724697646;;0.0;0.0;6797723.6;10.0;FR0013516549;Bond;6624661.006685;6460719.119438023;0.0025;5.483685270330052;0.002;5.486824284264041
89;300128;FR00140007L3;1798988.532439;3.429185656;3.429185656;2980.162757;-101789.58356734712;;0.0;0.0;1912260.274;7.0;FR00140007L3;Bond;1798988.532439;1697198.9488716528;0.0025;3.4171695203979224;0.014;3.361895296628365
