,Portfolio,Identifier,TV,Duration_t,DollarRateConvexity1pc,TotalEffect,Counterparty,ISIN,AssetClass,TV_day,shock_rates_dec,Duration_next
78,900200,XS2189964773,14226911.328766393,0.2057988625800997,345.8821359324088,-19508.40854807556,,XS2189964773,Bond,14207402.920218317,0.0025,0.2144459159784099
79,900200,XS2278566299,3758678.356166169,4.43049175386021,9185.88962174244,-99819.49867099444,,XS2278566299,Bond,3658858.8574951747,0.0025,4.660138994403771
80,900200,XS2286011528,15209589.04109589,0.0628042200922343,297.62659004006764,-114512.06818715627,,XS2286011528,Bond,15095076.972908733,0.0025,0.07024488484323599
81,900200,XS2462324232,30121097.25969569,0.5602693782435377,2588.887104613201,-112644.65139584831,,XS2462324232,Bond,30008452.60829984,0.0025,0.6249915558588678
82,900200,XS2487667276,6037040.547945205,0.8163625784976348,882.2493801531004,-33112.75390955151,,XS2487667276,Bond,6003927.794035654,0.0025,0.8384188130014624
83,900200,XS2532681074,7924437.328767128,1.8820992499228013,4383.452251177668,-91897.11928128774,,XS2532681074,Bond,7832540.209485841,0.0025,1.991685556202243
84,900200,XS2538366878,30683498.629927214,0.4802418428264874,2142.638333397119,-99448.1613128874,,XS2538366878,Bond,30584050.46861433,0.0025,0.5338078011614154
85,900200,XS2710354544,20957863.013698623,1.5078511748509444,7926.3916319405325,-211094.65381867552,,XS2710354544,Bond,20746768.35987995,0.0025,1.7060109656494578
86,900200,XS2904849879,4140630.1371053937,3.9018436894384134,8233.93931727402,-202702.57785253317,,XS2904849879,Bond,3937927.5592528605,0.0025,4.107692172370264
87,900200,XS2987792269,5971417.808639263,4.241425343291009,13754.94919394662,-318015.4236745045,,XS2987792269,Bond,5653402.3849647585,0.0025,4.585299073139675
88,900200,XS3003295519,5713463.013698629,8.105571750004742,45621.13060737734,-284473.55038705224,,XS3003295519,Bond,5428989.463311577,0.0025,9.246100015189176
89,900200,XS3004055177,6127008.904171441,5.9920063968037285,26942.786536082687,-247595.1104825422,,XS3004055177,Bond,5879413.793688899,0.0025,6.665576060205796
90,900200,XS3011736108,3430099.726027555,6.663852872123573,18587.186136464014,-140352.64909074572,,XS3011736108,Bond,3289747.0769368093,0.0025,7.1285325255351735
91,900200,XS3025207807,1617740.9246575946,5.8161732196734635,6742.8716038625225,-117423.10508337572,,XS3025207807,Bond,1500317.819574219,0.0025,5.984745009770027
92,900200,XS3037678862,7268975.000006282,9.354587753618368,78865.48817544717,-419970.94763139595,,XS3037678862,Bond,6849004.052374885,0.0025,11.326224958004548
93,900200,XS3037682112,12686538.000000004,8.013387609865513,99989.61611651939,-627086.7118222628,,XS3037682112,Bond,12059451.288177742,0.0025,10.513128012778498
94,900200,XS3038544790,3494074.076150994,6.736100482391644,19315.29754845593,-144380.0147946144,,XS3038544790,Bond,3349694.0613563797,0.0025,7.218982921103042
95,981017,2I666V.S43.5Y,-1972558.687505808,2.6204898071851668,0.0,1948880.8004005235,,,CDS Index,-23677.88710528449,0.0025,2.6204898071851668
96,981017,2I667D.S43.5Y,2257950.1615271308,2.6114700433279014,0.0,-3004025.5861702003,,,CDS Index,-746075.4246430695,0.0025,2.6114700433279014
97,981017,2I667E.S43.5Y,275110.712019732,2.7161501589237877,0.0,1288332.419433827,,,CDS Index,1563443.131453559,0.0025,2.7161501589237877
98,981017,2I667K.S43.5Y,-239105.07070991216,2.5007031065629013,0.0,214917.13189537392,,,CDS Index,-24187.93881453824,0.0025,2.5007031065629013
99,981017,BE0390201672,6850213.424657532,8.134215073525286,5374.808575452634,-342158.4436121107,,BE0390201672,Bond,6508054.981045421,0.0025,8.268585287911602
100,981017,BE6362152199,3946842.7480315054,4.95433606859128,12143.7932385601,-130179.29205201732,,BE6362152199,Bond,3816663.455979488,0.0025,5.257930899555283
101,981017,CDSB100002643,-351966.2404422965,0.719237764236259,0.0,107771.71683317386,CEP,,Credit Default Swap,-244194.5236091226,0.0025,0.719237764236259
102,981017,CDSB100003202,78110.14653200777,2.4986704507435964,0.0,429499.03279315704,DBKAG,,Credit Default Swap,507609.1793251648,0.0025,2.4986704507435964
103,981017,CH1142231682,4932318.493075393,0.5786116463224997,442.8826749658864,-19060.37050543244,,CH1142231682,Bond,4913258.122569961,0.0025,0.5896837131966469
104,981017,CH1174335732,20121780.821766347,0.5222358895181864,1570.7484201986292,-70233.28429295984,,CH1174335732,Bond,20051547.537473388,0.0025,0.5615046000231522
105,981017,CSH_AUD_DB,49783.91616089612,0.0,0.0,0.0,,,Cash,49783.91616089612,0.0,0.0
106,981017,CSH_CAD_DB,41586.38395729379,0.0,0.0,0.0,,,Cash,41586.38395729379,0.0,0.0
107,981017,CSH_CHF_DB,10846.232728557638,0.0,0.0,0.0,,,Cash,10846.232728557638,0.0,0.0
108,981017,CSH_CNH_DB,6131.519711583424,0.0,0.0,0.0,,,Cash,6131.519711583424,0.0,0.0
109,981017,CSH_EUR_DB,-1603696.669999999,0.0,0.0,0.0,,,Cash,-1603696.669999999,0.0,0.0
110,981017,CSH_GBP_DB,-246936.05672560635,0.0,0.0,61.73401418140159,,,Cash,-246874.32271142496,0.0,0.0
111,981017,CSH_HUF_DB,2492.8019295642366,0.0,0.0,0.0,,,Cash,2492.8019295642366,0.0,0.0
112,981017,CSH_JPY_DB,11647.81649592231,0.0,0.0,-2.9119541239805784,,,Cash,11644.90454179833,0.0,0.0
113,981017,CSH_MXN_DB,9045.03484663073,0.0,0.0,0.0,,,Cash,9045.03484663073,0.0,0.0
114,981017,CSH_NOK_DB,9805.15983450292,0.0,0.0,0.0,,,Cash,9805.15983450292,0.0,0.0
115,981017,CSH_NZD_DB,4419.165819292723,0.0,0.0,0.0,,,Cash,4419.165819292723,0.0,0.0
116,981017,CSH_PLN_DB,109.9470720519637,0.0,0.0,0.0,,,Cash,109.9470720519637,0.0,0.0
117,981017,CSH_SEK_DB,2171.114586858888,0.0,0.0,0.0,,,Cash,2171.114586858888,0.0,0.0
118,981017,CSH_USD_DB,468515.0620255508,0.0,0.0,-117.1287655063877,,,Cash,468397.93326004443,0.0,0.0
119,981017,DE000A4DE9Y3,3869983.35616631,4.395486904036344,9429.663352569949,-114619.21955795029,,DE000A4DE9Y3,Bond,3755364.13660836,0.0025,4.631228487850592
120,981017,DE000NRW0N26,1510488.9863013704,22.716086268187052,119728.1793512212,-138963.8413549965,,DE000NRW0N26,Bond,1371525.144946374,0.0025,25.709290751967583
121,981017,DUM25 Cmdty,0.0,0.0,-4996.746683145204,70922.05722497823,,,Bond Future,70922.05722497823,0.0025,-0.1249186670786301
122,981017,ES0813211028,6157800.000000001,0.7619010133375568,480.90219806339314,-57093.83814574366,,ES0813211028,Bond,6100706.161854257,0.0025,0.7739235682891417
123,981017,FR0011949403,2068730.1369862908,0.1731552942131187,40.505012677271914,-4488.861009570252,,FR0011949403,Bond,2064241.2759767205,0.0025,0.1741679195300505
124,981017,FR0012329845,2845972.317840464,0.6319592053609839,287.2419058188896,-22362.32495223685,,FR0012329845,Bond,2823609.992888227,0.0025,0.6391402530064562
125,981017,FR0012599645,39752636.66400003,0.2306904035262158,3036.647616800504,0.0,,,Fund Unit,39752636.66400003,0.0,0.2306904035262158
126,981017,FR0013416146,3366208.849315067,0.0649788325352718,22.172268101385175,-3804.2771242259314,,FR0013416146,Bond,3362404.5721908407,0.0025,0.06553313923780643
127,981017,FR0013428414,4621109.589041074,0.2251633694501576,124.0325018252484,-17547.55586413953,,FR0013428414,Bond,4603562.033176934,0.0025,0.22826418199578882
128,981017,FR0013510179,6575546.123197918,0.7870890616086575,896.4625941693939,-85310.95525042122,,FR0013510179,Bond,6490235.167947496,0.0025,0.8095006264628924
129,981017,FR00140009W6,1973068.4931412744,0.5528703209876851,165.6358450386395,-13622.281103331537,,FR00140009W6,Bond,1959446.2120379428,0.0025,0.5570112171136511
130,981017,FR0014000NZ4,6059887.396994678,1.083835657997533,1361.5692571847535,-108976.42747022415,,FR0014000NZ4,Bond,5950910.969524454,0.0025,1.1178748894271517
131,981017,FR0014003G27,4956855.479454435,2.9097029397024774,5707.797140550409,-93733.06602185548,,FR0014003G27,Bond,4863122.4134325795,0.0025,3.0523978682162376
132,981017,FR001400KWR6,7263115.616438365,3.3333931402905588,10724.134795737313,-409754.47434097616,,FR001400KWR6,Bond,6853361.142097388,0.0025,3.6014965101839915
133,981017,FR001400Y969,5015594.520547946,8.191878368966679,40824.502825454365,-252217.77728268434,,FR001400Y969,Bond,4763376.743265262,0.0025,9.212490939603038
134,981017,FR0128910454,3494273.525435,0.0622722195791372,22.56402065192675,-1321.1225931781642,,FR0128910454,Bond,3492952.4028418222,0.0025,0.06283632009543537
135,981017,FR0128957760,7994270.772923424,0.0270705272859782,21.67575452537657,-1314.1267023983714,,FR0128957760,Bond,7992956.646221026,0.0025,0.027612421149112613
136,981017,FR0129030898,4985749.711700001,0.0944095824535604,50.15239890049241,-7888.412215086986,,FR0129030898,Bond,4977861.299484914,0.0025,0.09566339242607272
137,981017,FR0129061653,9918347.267999912,0.2919122286938837,366.2401826251521,-48423.273511166684,,FR0129061653,Bond,9869923.994488746,0.0025,0.30106823325951254
138,981017,FR0129084481,9957505.492499933,0.1624621056867005,183.97243728426196,-9821.101307671168,,FR0129084481,Bond,9947684.391192261,0.0025,0.16706141661880705
139,981017,FR0129107795,3992377.2708712425,0.0647861970444555,26.81121991189803,-4331.455888397294,,FR0129107795,Bond,3988045.814982845,0.0025,0.06545647754225295
140,981017,FR0129109759,10975139.80020225,0.0811011969354974,93.84430121883443,-5412.39770968878,,FR0129109759,Bond,10969727.402492562,0.0025,0.08344730446596826
141,981017,FXW1023898,-1571135.255730133,0.0383561636461045,-0.2311610327160653,392.7838139325333,BNPP,,Currency Forward,-1570742.4719162006,0.0,0.0383561636461045
142,981017,FXW1023970,924197.2092530195,0.0383561636461045,0.1359770780682737,-231.04930231325488,MSESE,,Currency Forward,923966.1599507063,0.0,0.0383561636461045
143,981017,FXW1023996,-19408141.39431341,0.0383561636461045,-2.855518639433749,4852.035348578353,MSESE,,Currency Forward,-19403289.35896483,0.0,0.0383561636461045
144,981017,FXW1023998,-18856292.66976472,0.498630038178138,-468.82737145082007,4714.07316744118,NATIXIS,,Currency Forward,-18851578.59659728,0.0,0.498630038178138
145,981017,FXW1023999,19408141.39431341,0.0383561636461045,2.855518639433749,-4852.035348578353,MSESE,,Currency Forward,19403289.35896483,0.0,0.0383561636461045
146,981017,FXW1024000,-14357911.366014602,0.1178082152994508,-19.92674455157205,3589.477841503651,MSESE,,Currency Forward,-14354321.888173098,0.0,0.1178082152994508
147,981017,IKM25 Cmdty,0.0,0.0,12231.366461060185,-85330.9608777343,,,Bond Future,-85330.9608777343,0.0025,0.3057841615265046
148,981017,INFS10000297,95282.273722894,8.961643835616393,-13.73585216099162,-93864.57208014245,JPMSE,,Index Linked Swap,1417.7016427515482,0.0025,8.961300439312367
149,981017,INFS10000298,-382811.1600405017,18.96986301369862,492.5995261857834,389237.47735238844,JPMSE,,Index Linked Swap,6426.317311886756,0.0025,18.982178001853267
150,981017,INFS10000299,294910.00896056613,28.975342465753467,-1474.4125371634475,-287983.85379648465,JPMSE,,Index Linked Swap,6926.155164081487,0.0025,28.93848215232438
151,981017,INFS10000325,217230.24253670985,8.9616438356164,-34.452701193080216,-194956.90647981016,CEP,,Index Linked Swap,22273.336056899687,0.0025,8.960782518086573
152,981017,INFS10000327,638318.235813768,28.97534246575341,-3800.9263402487495,-530767.4021720472,CEP,,Index Linked Swap,107550.83364172082,0.0025,28.88031930724719
153,981017,INFS10000328,-846370.654913342,18.969863013698596,1288.9014686594946,733400.3624080565,CEP,,Index Linked Swap,-112970.29250528547,0.0025,19.002085550415085
154,981017,INFS10000342,614934.2519138796,19.1369863013699,-1003.518784012045,-510200.0725113711,JPMSE,,Index Linked Swap,104734.17940250854,0.0025,19.111898331769602
155,981017,INFS10000344,604583.6941060941,19.136986301369877,-970.0206906229864,-509704.87630392326,CEP,,Index Linked Swap,94878.81780217082,0.0025,19.112735784104302
156,981017,INFS10000351,-462505.2788796504,19.136986301369927,810.967567522057,358673.4641020793,GIPB,,Index Linked Swap,-103831.81477757113,0.0025,19.157260490557977
157,981017,INFS10000352,-205119.01693282035,19.13698630136992,352.5962104641436,162060.43172378282,CA,,Index Linked Swap,-43058.58520903753,0.0025,19.145801206631525
158,981017,INFS10000354,-624102.2267040733,19.136986301369856,1051.1842399721716,502625.68933757284,GIPB,,Index Linked Swap,-121476.53736650042,0.0025,19.16326590736916
159,981017,IRSB100002012,-692726.4314920021,5.938849723468185,-2524.372783836865,5315.679328004726,BNPP,,Swap,-687410.7521639974,0.00125,5.907295063670224
160,981017,IRSB100007718,-1322697.346266784,29.64861280153789,-155799.7471694394,98040.35368271392,JPMSE,,Swap,-1224656.9925840702,0.0025,25.753619122301906
161,981017,IRSB100008421,-5143209.989239225,0.2328766958719226,-27.89213096988599,2994.3343711737452,BNPP,,Swap,-5140215.654868051,0.0025,0.23217939259767545
162,981017,IRSB100008428,-4213312.270643228,0.2328766960545957,-22.849698207848853,2452.955602584204,NATIXIS,,Swap,-4210859.315040643,0.0025,0.2323054535993995
163,981017,IRSB100008429,-6158052.487838696,0.0630136965986699,-2.445376560876876,970.104127768381,CEP,,Swap,-6157082.383710927,0.0025,0.06295256218464798
164,981017,OEM25 Cmdty,0.0,0.0,-45876.70019616516,323021.69519652106,,,Bond Future,323021.69519652106,0.0025,-1.1469175049041291
165,981017,RXM25 Cmdty,0.0,0.0,-367657.40996540553,1615275.5254679152,,,Bond Future,1615275.5254679152,0.0025,-9.191435249135138
166,981017,TRS100000144,946086.0171181406,0.059604172519033,5.836124073555412,-940.90198414763,BNPP,TRS100000144,Bond,945145.115133993,0.0025,0.05975007562087189
167,981017,TRS100000147,976798.283125496,0.006278932080539,-2.968332278672392,-2525.5709048388653,BNPP,TRS100000147,Bond,974272.7122206572,0.0025,0.00620472377357219
168,981017,TRS100000148,5003810.976142007,0.0069945321544751,-22.492144440761308,-15633.58499587786,BNPP,TRS100000148,Bond,4988177.391146129,0.0025,0.006432228543456067
169,981017,US91282CCM10,906426.5525992285,6.265287372194424,3570.1060084144915,-4641.1102745322005,,US91282CCM10,Bond,901785.4423246962,0.00125,6.3099136972996055
170,981017,USF43628B413,18634923.57403853,0.4811045658776788,865.0635804486664,-60410.33786022219,,USF43628B413,Bond,18574513.23617831,0.00125,0.49191786063328713
171,981017,VGM25 Index,0.0,0.0,0.0,0.0,,,Equity Index Future,0.0,0.0,0.0
172,981017,XS0207764712,19932981.911111247,0.2291351792395992,190.3955443083305,-419184.0239244359,,XS0207764712,Bond,19513797.88718681,0.0025,0.23389506784730746
173,981017,XS1684385161,5573203.222226524,0.4594029894912147,242.90212406696827,-42325.80638907377,,XS1684385161,Bond,5530877.41583745,0.0025,0.4654755425928889
174,981017,XS1739839998,10171144.505495733,0.1711131588475445,114.47003345212138,-21401.202685536224,,XS1739839998,Bond,10149743.302810196,0.0025,0.17397490968384752
